_unit_id,name,gender,recorded,says,votes,opposing_votes,available_methods,review_tier,methods,gender:confidence,label_conflict,association_says,classification_says,clustering_says,regression_says,text_says,association_score,classification_score,clustering_score,regression_score,text_score
815727371,02891trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6653,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815727428,07753jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3367,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727439,83236slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.929,0.994
815727476,27351stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6598,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.93,0.994
815727482,03872trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6474,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815727528,06612jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6755,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727540,02584gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6717,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815727565,stwd29601,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6444,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815727593,07417jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6379,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727596,russell000x,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.973,0.956,0.937,0.994
815727604,08090gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6745,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815727615,26041stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6646,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815727620,_SVNORITA,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3444,0,human,human,human,human,human,0.898,0.991,0.957,0.912,0.663
815727645,VicClassified,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.925,0.99,0.957,0.972,0.826
815727679,07423jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6818,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727680,26180stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.646,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.93,0.994
815727700,9tjones9,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6677,0,human,human,human,human,human,0.869,0.981,0.917,0.943,0.938
815727705,03274trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.65,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815727706,83239slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.654,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815727783,05744lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6681,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727793,VeryPhanny,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.334,0,human,human,human,human,human,0.88,0.983,0.917,0.94,0.586
815727798,06488jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6412,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815727850,05633lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.942,0.994
815727963,03589trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6455,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815727986,27237stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6672,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.929,0.994
815728049,04780lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6745,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815728070,edam74,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.925,0.993,0.957,0.981,0.581
815728093,26537stwb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6713,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.93,0.994
815728102,04287trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6694,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815728112,83830slhd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6398,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.925,0.994
815728126,04492lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6621,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815728151,07733jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6701,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815728156,04478lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.667,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815728191,82243slha,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.671,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815728255,stwb29409,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6585,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.932,0.994
815728260,dmfa26263,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.932,0.994
815728330,cuss31805,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6694,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.924,0.994
815728414,07052jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815728429,06611jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6753,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815728445,04217trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6559,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815728488,06231jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.654,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815728510,blac31516,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6489,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815728517,slhf22748,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6581,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815728527,02877trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6536,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815728562,83864slhd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6605,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815728566,dmfa26250,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6442,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.932,0.994
815728567,savt31406,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6491,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815728587,04547lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6668,0,non_human,non_human,non_human,non_human,non_human,0.846,0.97,0.956,0.948,0.994
815728588,dmfa26241,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.932,0.994
815728593,Ite_chill,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6719,0,human,human,human,human,human,0.925,0.992,0.957,0.981,0.638
815728640,The_Shy_Sheep,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6425,0,human,human,human,human,human,0.88,0.931,0.917,0.907,0.956
815728654,slhf22802,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6587,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815728659,03289trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6663,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.925,0.994
815728663,07601jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6669,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815728667,02860trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6501,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815728669,02634gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6518,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815728698,gnlc21562,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6508,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815728699,slhf29143,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6666,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.932,0.994
815728737,deso31743,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.924,0.994
815728750,06493jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.667,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815728756,dmfa20857,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6679,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815728757,stwd29655,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6591,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815728862,stwa29209,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6597,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815728866,02859trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6471,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815728919,gnlc21635,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.676,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815728980,06471jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6663,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815728984,08042gnla,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6734,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815728989,05494lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6474,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815729049,06335jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815729118,Shammaahh,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6666,0,human,human,human,human,human,0.869,0.993,0.957,0.931,0.876
815729121,slhf29135,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6565,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.931,0.994
815729138,Avansies,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6757,0,human,human,human,human,human,0.898,0.981,0.957,0.951,0.624
815729141,slhf22903,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815729220,01702gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.976,0.956,0.929,0.997
815729221,04021trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6525,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815729224,06230jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6596,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815729236,jesa31546,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6561,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.925,0.994
815729240,04940lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6502,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815729315,08041gnla,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6484,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815729349,02902trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6607,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815729460,XxClayHall115xX,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3434,0,human,human,human,human,human,0.925,0.984,0.917,0.97,0.82
815729465,daissygee19,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3497,0,human,human,human,human,human,0.869,0.987,0.917,0.963,0.745
815729479,TEENAGEVlBES,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6765,0,human,human,human,human,human,0.898,0.96,0.957,0.919,0.945
815730302,karbdashian,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6711,0,human,human,human,human,human,0.862,0.965,0.957,0.897,0.7
815730343,kimokumo,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6515,0,human,human,human,human,human,0.862,0.974,0.957,0.93,0.58
815731760,BornToChill,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6496,0,human,human,human,human,human,0.898,0.986,0.957,0.969,0.822
815732126,cool_and_iknow,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6848,0,human,human,human,human,human,0.873,0.933,0.957,0.916,0.819
815732275,divaddelgado,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6704,0,human,human,human,human,human,0.898,0.977,0.957,0.962,0.874
815732459,kennemesies,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6504,0,human,human,human,human,human,0.861,0.875,0.917,0.859,0.938
815732827,6d6y,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6559,0,human,human,human,human,human,0.861,0.96,0.917,0.956,0.731
815732995,ozzyway1,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6791,0,human,human,human,human,human,0.88,0.941,0.917,0.899,0.736
815733128,flowrcrownlouis,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6572,0,human,human,human,human,human,0.898,0.966,0.957,0.936,0.863
815733129,_MUBEEN_,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6821,0,human,human,human,human,human,0.869,0.959,0.957,0.939,0.936
815733234,Fallykay,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3488,0,human,human,human,human,human,0.861,0.976,0.917,0.951,0.62
815733399,jespertje66,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.909,0.981,0.917,0.938,0.62
815733517,l1iee,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.869,0.958,0.917,0.911,0.553
815733544,bebeazizz,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.862,0.979,0.957,0.956,0.948
815733755,AudeBordetti,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6446,0,human,human,human,human,human,0.873,0.976,0.957,0.928,0.986
815734077,himeshite,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6713,0,human,human,human,human,human,0.869,0.929,0.957,0.919,0.567
815734592,Sejo_DahGr8,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.685,0,human,human,human,human,human,0.873,0.973,0.957,0.939,0.931
815734626,ourswansongs,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.675,0,human,human,human,human,human,0.898,0.987,0.957,0.973,0.909
815734646,smokinhoodx,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3379,0,human,human,human,human,human,0.925,0.985,0.957,0.984,0.942
815734685,SketchBolt,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3418,0,human,human,human,human,human,0.873,0.966,0.957,0.936,0.825
815734723,stopth3world,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6686,0,human,human,human,human,human,0.898,0.961,0.957,0.953,0.748
815735042,zionfromyigo,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.344,0,human,human,human,human,human,0.925,0.969,0.917,0.951,0.984
815735143,lychee_le,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6722,0,human,human,human,human,human,0.861,0.913,0.917,0.907,0.813
815735646,AnnaPm6277,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3546,0,human,human,human,human,human,0.862,0.92,0.917,0.855,0.919
815735751,SwaglordSeru,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.873,0.544,0.917,0.732,0.699
815735922,RebaFluff,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6793,0,human,human,human,human,human,0.869,0.928,0.917,0.919,0.9
815736082,Josh_Riet,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6664,0,human,human,human,human,human,0.925,0.91,0.917,0.938,0.915
815736218,Fellbrew,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3374,0,human,human,human,human,human,0.925,0.972,0.917,0.951,0.97
815736257,kristaferanka,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6774,0,human,human,human,human,human,0.862,0.968,0.957,0.956,0.9
815736517,BookwormGhost,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6745,0,human,human,human,human,human,0.898,0.979,0.917,0.935,0.767
815736546,Graziaclar,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6643,0,human,human,human,human,human,0.898,0.941,0.957,0.889,0.85
815737005,SkullYami,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6779,0,human,human,human,human,human,0.898,0.987,0.957,0.967,0.936
815737200,haultiers,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6627,0,human,human,human,human,human,0.898,0.974,0.957,0.944,0.719
815737342,Warpcorps,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3367,0,human,human,human,human,human,0.869,0.974,0.917,0.896,0.919
815737894,nmellowulf,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3403,0,human,human,human,human,human,0.88,0.834,0.917,0.874,0.901
815738140,Gwenbot_ebooks,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.676,0,human,human,human,human,human,0.88,0.789,0.917,0.839,0.96
815738255,newgroundstier,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.862,0.974,0.917,0.953,0.917
815739089,pengay2424g,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.84,0.943,0.956,0.9,0.557
815739422,Khxtun,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.898,0.975,0.957,0.948,0.919
815739484,Adele213,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.345,0,human,human,human,human,human,0.925,0.994,0.957,0.992,0.894
815719318,ashcfc17,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6671,0,,human,human,human,human,,0.899,0.917,0.873,0.553
815719470,ThoughtsByLydia,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6637,0,human,human,,human,human,0.925,0.9,,0.936,0.853
815719616,declanmurney,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3517,0,human,human,,human,human,0.925,0.945,,0.981,0.732
815719718,ink_dr0pl3ts,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6643,0,human,human,,human,human,0.862,0.887,,0.832,0.776
815719799,AlNorii29,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6705,0,human,human,,human,human,0.925,0.958,,0.957,0.966
815719815,blankyhanky22,unknown,,non_human,4,0,5,3+ methods,"association, classification, regression, text",0.6633,0,non_human,non_human,,non_human,non_human,0.841,0.735,,0.904,0.583
815719838,SamuelBass,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3392,0,human,human,,human,human,0.862,0.876,,0.848,0.882
815719850,dmack_,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3412,0,human,human,,human,human,0.925,0.946,,0.934,0.884
815719861,lyrusi,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3389,0,human,human,,human,human,0.869,0.71,,0.82,0.805
815719898,Odd_Hack,unknown,,human,4,1,5,3+ methods,"association, classification, clustering, regression",0.6561,0,human,human,human,human,non_human,0.898,0.938,0.957,0.937,0.51
815719910,Eribott,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",1.0,0,,human,human,human,human,,0.877,0.957,0.746,0.613
815719917,defencelessliam,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6656,0,human,human,,human,human,0.88,0.729,,0.724,0.777
815719928,gureshincrisis,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.671,0,human,human,,human,human,0.898,0.873,,0.909,0.916
815720233,forceohwakens,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6792,0,,human,human,human,human,,0.922,0.957,0.907,0.697
815720292,cyli,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6686,0,human,human,,human,human,0.861,0.918,,0.954,0.73
815720302,marco99724962,unknown,,non_human,4,0,5,3+ methods,"classification, clustering, regression, text",0.65,0,,non_human,non_human,non_human,non_human,,0.687,0.956,0.91,0.763
815720395,BookStannis,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3473,0,human,human,,human,human,0.862,0.861,,0.839,0.743
815720428,JermaBot,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3361,0,human,human,,human,human,0.873,0.557,,0.628,0.966
815720440,xTordX,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3459,0,human,human,,human,human,0.862,0.899,,0.92,0.939
815720485,cyberwolf1655,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6653,0,human,human,,human,human,0.88,0.796,,0.894,0.829
815720538,zherayw,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3471,0,human,human,,human,human,0.925,0.936,,0.957,0.881
815720550,or_shamai,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6797,0,human,human,,human,human,0.869,0.81,,0.865,0.67
815720682,anovicekong,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6683,0,,human,human,human,human,,0.857,0.917,0.83,0.706
815720691,_EarlTrancy,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3398,0,human,human,,human,human,0.88,0.848,,0.848,0.619
815720733,louskir,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6676,0,,human,human,human,human,,0.942,0.957,0.922,0.52
815720745,KashwekaNyambe,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.869,0.722,,0.86,0.765
815721005,JezzBear,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3441,0,human,human,,human,human,0.925,0.759,,0.883,0.928
815721201,Volleybirb,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6401,0,human,human,,human,human,0.862,0.661,,0.721,0.937
815721225,FitzroviaW1,unknown,,non_human,4,0,5,3+ methods,"association, classification, regression, text",0.6769,0,non_human,non_human,,non_human,non_human,0.839,0.865,,0.986,0.539
815721256,BreathingHell1,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3469,0,human,human,,human,human,0.873,0.813,,0.744,0.988
815721327,KillsForLove,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6824,0,human,human,,human,human,0.873,0.737,,0.697,0.587
815721332,Perpetual_Khaos,unknown,,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6591,0,,human,human,human,human,,0.809,0.917,0.782,0.652
815721442,m_rtv,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6748,0,human,human,,human,human,0.862,0.91,,0.962,0.624
815721500,HowardsHungry,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6765,0,human,human,,human,human,0.861,0.646,,0.677,0.821
815721513,DaveWuzzHere,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.6679,0,human,human,,human,human,0.862,0.934,,0.874,0.786
815721570,AmnahThunyan,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,1,human,human,,human,human,0.861,0.917,,0.951,0.549
815721632,DaCapCityPrinze,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3433,0,human,human,,human,human,0.925,0.863,,0.922,0.875
815721748,Thesigan_Raju,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.909,0.895,,0.921,0.785
815721764,Godsh0t,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.3404,0,human,human,,human,human,0.873,0.845,,0.825,0.544
815721846,cmrwdk,unknown,,human,4,0,5,3+ methods,"association, classification, regression, text",0.334,0,human,human,,human,human,0.869,0.894,,0.908,0.54
